Standard Stats,Standard Stats,Standard Stats,season,competition,minutes_played
Goals + Assists,0.00,25,2018-2019,2018-2019 Champions League,598.0
Non-Penalty Goals,0.00,35,2018-2019,2018-2019 Champions League,598.0
Penalty Kicks Made,0.00,47,2018-2019,2018-2019 Champions League,598.0
Penalty Kicks Attempted,0.00,46,2018-2019,2018-2019 Champions League,598.0
Yellow Cards,0.30,30,2018-2019,2018-2019 Champions League,598.0
Red Cards,0.00,52,2018-2019,2018-2019 Champions League,598.0
xG: Expected Goals,0.02,16,2018-2019,2018-2019 Champions League,598.0
npxG: Non-Penalty xG,0.02,16,2018-2019,2018-2019 Champions League,598.0
xAG: Exp. Assisted Goals,0.02,17,2018-2019,2018-2019 Champions League,598.0
npxG + xAG,0.05,17,2018-2019,2018-2019 Champions League,598.0
,,,2018-2019,2018-2019 Champions League,598.0
Progressive Carries,2.41,73,2018-2019,2018-2019 Champions League,598.0
Progressive Passes,5.87,63,2018-2019,2018-2019 Champions League,598.0
Progressive Passes Rec,0.60,20,2018-2019,2018-2019 Champions League,598.0
Shooting,Shooting,Shooting,2018-2019,2018-2019 Champions League,598.0
Statistic,Per 90,Percentile,2018-2019,2018-2019 Champions League,598.0
Goals,0.00,33,2018-2019,2018-2019 Champions League,598.0
Shots Total,0.30,8,2018-2019,2018-2019 Champions League,598.0
Shots on Target,0.15,35,2018-2019,2018-2019 Champions League,598.0
Shots on Target %,50.0%,83,2018-2019,2018-2019 Champions League,598.0
Goals/Shot,0.00,35,2018-2019,2018-2019 Champions League,598.0
Goals/Shot on Target,0.00,35,2018-2019,2018-2019 Champions League,598.0
Average Shot Distance,18.40,68,2018-2019,2018-2019 Champions League,598.0
Shots from Free Kicks,0.00,40,2018-2019,2018-2019 Champions League,598.0
Penalty Kicks Made,0.00,47,2018-2019,2018-2019 Champions League,598.0
Penalty Kicks Attempted,0.00,46,2018-2019,2018-2019 Champions League,598.0
,,,2018-2019,2018-2019 Champions League,598.0
xG: Expected Goals,0.02,16,2018-2019,2018-2019 Champions League,598.0
npxG: Non-Penalty xG,0.02,16,2018-2019,2018-2019 Champions League,598.0
npxG/Shot,0.05,46,2018-2019,2018-2019 Champions League,598.0
Goals - xG,-0.02,56,2018-2019,2018-2019 Champions League,598.0
Non-Penalty Goals - npxG,-0.02,58,2018-2019,2018-2019 Champions League,598.0
Passing,Passing,Passing,2018-2019,2018-2019 Champions League,598.0
Statistic,Per 90,Percentile,2018-2019,2018-2019 Champions League,598.0
Passes Completed,83.08,98,2018-2019,2018-2019 Champions League,598.0
Passes Attempted,90.75,99,2018-2019,2018-2019 Champions League,598.0
Pass Completion %,91.5%,97,2018-2019,2018-2019 Champions League,598.0
Total Passing Distance,1144.87,90,2018-2019,2018-2019 Champions League,598.0
Progressive Passing Distance,342.39,93,2018-2019,2018-2019 Champions League,598.0
,,,2018-2019,2018-2019 Champions League,598.0
Passes Completed (Short),46.20,99,2018-2019,2018-2019 Champions League,598.0
Passes Attempted (Short),48.01,99,2018-2019,2018-2019 Champions League,598.0
Pass Completion % (Short),96.2%,97,2018-2019,2018-2019 Champions League,598.0
,,,2018-2019,2018-2019 Champions League,598.0
Passes Completed (Medium),25.74,87,2018-2019,2018-2019 Champions League,598.0
Passes Attempted (Medium),26.79,82,2018-2019,2018-2019 Champions League,598.0
Pass Completion % (Medium),96.1%,97,2018-2019,2018-2019 Champions League,598.0
,,,2018-2019,2018-2019 Champions League,598.0
Passes Completed (Long),3.76,45,2018-2019,2018-2019 Champions League,598.0
Passes Attempted (Long),6.47,53,2018-2019,2018-2019 Champions League,598.0
Pass Completion % (Long),58.1%,27,2018-2019,2018-2019 Champions League,598.0
Assists,0.00,32,2018-2019,2018-2019 Champions League,598.0
xAG: Exp. Assisted Goals,0.02,17,2018-2019,2018-2019 Champions League,598.0
xA: Expected Assists,0.09,62,2018-2019,2018-2019 Champions League,598.0
Key Passes,0.60,30,2018-2019,2018-2019 Champions League,598.0
Passes into Final Third,5.57,78,2018-2019,2018-2019 Champions League,598.0
Passes into Penalty Area,1.05,69,2018-2019,2018-2019 Champions League,598.0
Crosses into Penalty Area,0.00,32,2018-2019,2018-2019 Champions League,598.0
Progressive Passes,5.87,63,2018-2019,2018-2019 Champions League,598.0
Pass Types,Pass Types,Pass Types,2018-2019,2018-2019 Champions League,598.0
Statistic,Per 90,Percentile,2018-2019,2018-2019 Champions League,598.0
Passes Attempted,90.75,99,2018-2019,2018-2019 Champions League,598.0
,,,2018-2019,2018-2019 Champions League,598.0
Live-ball Passes,87.14,98,2018-2019,2018-2019 Champions League,598.0
Dead-ball Passes,3.31,72,2018-2019,2018-2019 Champions League,598.0
Passes from Free Kicks,2.86,94,2018-2019,2018-2019 Champions League,598.0
Through Balls,0.45,84,2018-2019,2018-2019 Champions League,598.0
Switches,1.05,81,2018-2019,2018-2019 Champions League,598.0
Crosses,0.15,24,2018-2019,2018-2019 Champions League,598.0
Throw-ins Taken,0.30,64,2018-2019,2018-2019 Champions League,598.0
Corner Kicks,0.15,68,2018-2019,2018-2019 Champions League,598.0
,,,2018-2019,2018-2019 Champions League,598.0
Inswinging Corner Kicks,0.00,36,2018-2019,2018-2019 Champions League,598.0
Outswinging Corner Kicks,0.00,37,2018-2019,2018-2019 Champions League,598.0
Straight Corner Kicks,0.00,47,2018-2019,2018-2019 Champions League,598.0
,,,2018-2019,2018-2019 Champions League,598.0
Passes Completed,83.08,98,2018-2019,2018-2019 Champions League,598.0
Passes Offside,0.30,38,2018-2019,2018-2019 Champions League,598.0
Passes Blocked,0.60,69,2018-2019,2018-2019 Champions League,598.0
Goal and Shot Creation,Goal and Shot Creation,Goal and Shot Creation,2018-2019,2018-2019 Champions League,598.0
Statistic,Per 90,Percentile,2018-2019,2018-2019 Champions League,598.0
Shot-Creating Actions,3.61,81,2018-2019,2018-2019 Champions League,598.0
,,,2018-2019,2018-2019 Champions League,598.0
SCA (Live-ball Pass),3.16,89,2018-2019,2018-2019 Champions League,598.0
SCA (Dead-ball Pass),0.30,77,2018-2019,2018-2019 Champions League,598.0
SCA (Take-On),0.00,30,2018-2019,2018-2019 Champions League,598.0
SCA (Shot),0.00,27,2018-2019,2018-2019 Champions League,598.0
SCA (Fouls Drawn),0.00,32,2018-2019,2018-2019 Champions League,598.0
SCA (Defensive Action),0.15,84,2018-2019,2018-2019 Champions League,598.0
,,,2018-2019,2018-2019 Champions League,598.0
Goal-Creating Actions,0.30,63,2018-2019,2018-2019 Champions League,598.0
,,,2018-2019,2018-2019 Champions League,598.0
GCA (Live-ball Pass),0.30,75,2018-2019,2018-2019 Champions League,598.0
GCA (Dead-ball Pass),0.00,45,2018-2019,2018-2019 Champions League,598.0
GCA (Take-On),0.00,46,2018-2019,2018-2019 Champions League,598.0
GCA (Shot),0.00,44,2018-2019,2018-2019 Champions League,598.0
GCA (Fouls Drawn),0.00,45,2018-2019,2018-2019 Champions League,598.0
GCA (Defensive Action),0.00,49,2018-2019,2018-2019 Champions League,598.0
Defense,Defense,Defense,2018-2019,2018-2019 Champions League,598.0
Statistic,Per 90,Percentile,2018-2019,2018-2019 Champions League,598.0
Tackles,3.76,94,2018-2019,2018-2019 Champions League,598.0
Tackles Won,2.41,94,2018-2019,2018-2019 Champions League,598.0
Tackles (Def 3rd),1.20,71,2018-2019,2018-2019 Champions League,598.0
Tackles (Mid 3rd),1.81,90,2018-2019,2018-2019 Champions League,598.0
Tackles (Att 3rd),0.75,97,2018-2019,2018-2019 Champions League,598.0
,,,2018-2019,2018-2019 Champions League,598.0
Dribblers Tackled,1.35,90,2018-2019,2018-2019 Champions League,598.0
Dribbles Challenged,3.01,85,2018-2019,2018-2019 Champions League,598.0
% of Dribblers Tackled,45.0%,69,2018-2019,2018-2019 Champions League,598.0
Challenges Lost,1.66,30,2018-2019,2018-2019 Champions League,598.0
,,,2018-2019,2018-2019 Champions League,598.0
Blocks,1.51,73,2018-2019,2018-2019 Champions League,598.0
Shots Blocked,0.45,83,2018-2019,2018-2019 Champions League,598.0
Passes Blocked,1.05,57,2018-2019,2018-2019 Champions League,598.0
,,,2018-2019,2018-2019 Champions League,598.0
Interceptions,0.75,17,2018-2019,2018-2019 Champions League,598.0
Tkl+Int,4.52,82,2018-2019,2018-2019 Champions League,598.0
Clearances,0.75,29,2018-2019,2018-2019 Champions League,598.0
Errors,0.00,57,2018-2019,2018-2019 Champions League,598.0
Possession,Possession,Possession,2018-2019,2018-2019 Champions League,598.0
Statistic,Per 90,Percentile,2018-2019,2018-2019 Champions League,598.0
Touches,100.08,99,2018-2019,2018-2019 Champions League,598.0
Touches (Def Pen),1.96,53,2018-2019,2018-2019 Champions League,598.0
Touches (Def 3rd),19.11,88,2018-2019,2018-2019 Champions League,598.0
Touches (Mid 3rd),62.31,96,2018-2019,2018-2019 Champions League,598.0
Touches (Att 3rd),19.26,73,2018-2019,2018-2019 Champions League,598.0
Touches (Att Pen),0.60,26,2018-2019,2018-2019 Champions League,598.0
Touches (Live-Ball),100.08,99,2018-2019,2018-2019 Champions League,598.0
,,,2018-2019,2018-2019 Champions League,598.0
Take-Ons Attempted,1.35,57,2018-2019,2018-2019 Champions League,598.0
Successful Take-Ons,1.20,70,2018-2019,2018-2019 Champions League,598.0
Successful Take-On %,88.9%,82,2018-2019,2018-2019 Champions League,598.0
Times Tackled During Take-On,0.15,78,2018-2019,2018-2019 Champions League,598.0
Tackled During Take-On Percentage,11.1%,82,2018-2019,2018-2019 Champions League,598.0
,,,2018-2019,2018-2019 Champions League,598.0
Carries,63.36,97,2018-2019,2018-2019 Champions League,598.0
Total Carrying Distance,288.21,90,2018-2019,2018-2019 Champions League,598.0
Progressive Carrying Distance,139.06,83,2018-2019,2018-2019 Champions League,598.0
,,,2018-2019,2018-2019 Champions League,598.0
Progressive Carries,2.41,73,2018-2019,2018-2019 Champions League,598.0
Carries into Final Third,2.56,83,2018-2019,2018-2019 Champions League,598.0
Carries into Penalty Area,0.30,67,2018-2019,2018-2019 Champions League,598.0
Miscontrols,1.05,53,2018-2019,2018-2019 Champions League,598.0
Dispossessed,1.51,29,2018-2019,2018-2019 Champions League,598.0
,,,2018-2019,2018-2019 Champions League,598.0
Passes Received,79.62,97,2018-2019,2018-2019 Champions League,598.0
Progressive Passes Rec,0.60,20,2018-2019,2018-2019 Champions League,598.0
Miscellaneous Stats,Miscellaneous Stats,Miscellaneous Stats,2018-2019,2018-2019 Champions League,598.0
Statistic,Per 90,Percentile,2018-2019,2018-2019 Champions League,598.0
Yellow Cards,0.30,30,2018-2019,2018-2019 Champions League,598.0
Red Cards,0.00,52,2018-2019,2018-2019 Champions League,598.0
Second Yellow Card,0.00,51,2018-2019,2018-2019 Champions League,598.0
Fouls Committed,2.11,17,2018-2019,2018-2019 Champions League,598.0
Fouls Drawn,3.16,97,2018-2019,2018-2019 Champions League,598.0
Offsides,0.00,66,2018-2019,2018-2019 Champions League,598.0
Crosses,0.15,24,2018-2019,2018-2019 Champions League,598.0
,,,2018-2019,2018-2019 Champions League,598.0
Interceptions,0.75,17,2018-2019,2018-2019 Champions League,598.0
Tackles Won,2.41,94,2018-2019,2018-2019 Champions League,598.0
Penalty Kicks Won,0.00,47,2018-2019,2018-2019 Champions League,598.0
Penalty Kicks Conceded,0.00,53,2018-2019,2018-2019 Champions League,598.0
Own Goals,0.00,50,2018-2019,2018-2019 Champions League,598.0
Ball Recoveries,7.37,69,2018-2019,2018-2019 Champions League,598.0
,,,2018-2019,2018-2019 Champions League,598.0
Aerials Won,0.30,15,2018-2019,2018-2019 Champions League,598.0
Aerials Lost,0.30,93,2018-2019,2018-2019 Champions League,598.0
% of Aerials Won,50.0%,52,2018-2019,2018-2019 Champions League,598.0
Goals,0.00,16,2018-2019,2018-2019 Ligue 1,1879.0
Assists,0.10,60,2018-2019,2018-2019 Ligue 1,1879.0
Goals + Assists,0.10,31,2018-2019,2018-2019 Ligue 1,1879.0
Non-Penalty Goals,0.00,18,2018-2019,2018-2019 Ligue 1,1879.0
Penalty Kicks Made,0.00,42,2018-2019,2018-2019 Ligue 1,1879.0
Penalty Kicks Attempted,0.00,41,2018-2019,2018-2019 Ligue 1,1879.0
Yellow Cards,0.34,15,2018-2019,2018-2019 Ligue 1,1879.0
Red Cards,0.00,60,2018-2019,2018-2019 Ligue 1,1879.0
xG: Expected Goals,0.00,1,2018-2019,2018-2019 Ligue 1,1879.0
npxG: Non-Penalty xG,0.00,1,2018-2019,2018-2019 Ligue 1,1879.0
xAG: Exp. Assisted Goals,0.17,84,2018-2019,2018-2019 Ligue 1,1879.0
npxG + xAG,0.17,53,2018-2019,2018-2019 Ligue 1,1879.0
,,,2018-2019,2018-2019 Ligue 1,1879.0
Progressive Carries,2.49,73,2018-2019,2018-2019 Ligue 1,1879.0
Progressive Passes,12.50,99,2018-2019,2018-2019 Ligue 1,1879.0
Progressive Passes Rec,1.82,41,2018-2019,2018-2019 Ligue 1,1879.0
Shooting,Shooting,Shooting,2018-2019,2018-2019 Ligue 1,1879.0
Statistic,Per 90,Percentile,2018-2019,2018-2019 Ligue 1,1879.0
Goals,0.00,16,2018-2019,2018-2019 Ligue 1,1879.0
Shots Total,0.14,1,2018-2019,2018-2019 Ligue 1,1879.0
Shots on Target,0.00,3,2018-2019,2018-2019 Ligue 1,1879.0
Shots on Target %,0.0%,3,2018-2019,2018-2019 Ligue 1,1879.0
Goals/Shot,0.00,18,2018-2019,2018-2019 Ligue 1,1879.0
Average Shot Distance,22.10,48,2018-2019,2018-2019 Ligue 1,1879.0
Shots from Free Kicks,0.00,32,2018-2019,2018-2019 Ligue 1,1879.0
Penalty Kicks Made,0.00,42,2018-2019,2018-2019 Ligue 1,1879.0
Penalty Kicks Attempted,0.00,41,2018-2019,2018-2019 Ligue 1,1879.0
,,,2018-2019,2018-2019 Ligue 1,1879.0
xG: Expected Goals,0.00,1,2018-2019,2018-2019 Ligue 1,1879.0
npxG: Non-Penalty xG,0.00,1,2018-2019,2018-2019 Ligue 1,1879.0
npxG/Shot,0.04,17,2018-2019,2018-2019 Ligue 1,1879.0
Goals - xG,0.00,65,2018-2019,2018-2019 Ligue 1,1879.0
Non-Penalty Goals - npxG,0.00,65,2018-2019,2018-2019 Ligue 1,1879.0
Passing,Passing,Passing,2018-2019,2018-2019 Ligue 1,1879.0
Statistic,Per 90,Percentile,2018-2019,2018-2019 Ligue 1,1879.0
Passes Completed,90.77,99,2018-2019,2018-2019 Ligue 1,1879.0
Passes Attempted,100.11,99,2018-2019,2018-2019 Ligue 1,1879.0
Pass Completion %,90.7%,98,2018-2019,2018-2019 Ligue 1,1879.0
Total Passing Distance,1337.69,99,2018-2019,2018-2019 Ligue 1,1879.0
Progressive Passing Distance,482.62,99,2018-2019,2018-2019 Ligue 1,1879.0
,,,2018-2019,2018-2019 Ligue 1,1879.0
Passes Completed (Short),49.48,99,2018-2019,2018-2019 Ligue 1,1879.0
Passes Attempted (Short),52.40,99,2018-2019,2018-2019 Ligue 1,1879.0
Pass Completion % (Short),94.4%,96,2018-2019,2018-2019 Ligue 1,1879.0
,,,2018-2019,2018-2019 Ligue 1,1879.0
Passes Completed (Medium),30.42,98,2018-2019,2018-2019 Ligue 1,1879.0
Passes Attempted (Medium),32.95,98,2018-2019,2018-2019 Ligue 1,1879.0
Pass Completion % (Medium),92.3%,89,2018-2019,2018-2019 Ligue 1,1879.0
,,,2018-2019,2018-2019 Ligue 1,1879.0
Passes Completed (Long),5.41,81,2018-2019,2018-2019 Ligue 1,1879.0
Passes Attempted (Long),7.23,70,2018-2019,2018-2019 Ligue 1,1879.0
Pass Completion % (Long),74.8%,89,2018-2019,2018-2019 Ligue 1,1879.0
Assists,0.10,60,2018-2019,2018-2019 Ligue 1,1879.0
xAG: Exp. Assisted Goals,0.17,84,2018-2019,2018-2019 Ligue 1,1879.0
xA: Expected Assists,0.28,99,2018-2019,2018-2019 Ligue 1,1879.0
Key Passes,1.39,78,2018-2019,2018-2019 Ligue 1,1879.0
Passes into Final Third,10.82,99,2018-2019,2018-2019 Ligue 1,1879.0
Passes into Penalty Area,1.87,98,2018-2019,2018-2019 Ligue 1,1879.0
Crosses into Penalty Area,0.00,11,2018-2019,2018-2019 Ligue 1,1879.0
Progressive Passes,12.50,99,2018-2019,2018-2019 Ligue 1,1879.0
Pass Types,Pass Types,Pass Types,2018-2019,2018-2019 Ligue 1,1879.0
Statistic,Per 90,Percentile,2018-2019,2018-2019 Ligue 1,1879.0
Passes Attempted,100.11,99,2018-2019,2018-2019 Ligue 1,1879.0
,,,2018-2019,2018-2019 Ligue 1,1879.0
Live-ball Passes,95.99,99,2018-2019,2018-2019 Ligue 1,1879.0
Dead-ball Passes,3.83,74,2018-2019,2018-2019 Ligue 1,1879.0
Passes from Free Kicks,2.97,94,2018-2019,2018-2019 Ligue 1,1879.0
Through Balls,1.29,99,2018-2019,2018-2019 Ligue 1,1879.0
Switches,0.38,52,2018-2019,2018-2019 Ligue 1,1879.0
Crosses,0.05,6,2018-2019,2018-2019 Ligue 1,1879.0
Throw-ins Taken,0.77,88,2018-2019,2018-2019 Ligue 1,1879.0
Corner Kicks,0.10,55,2018-2019,2018-2019 Ligue 1,1879.0
,,,2018-2019,2018-2019 Ligue 1,1879.0
Inswinging Corner Kicks,0.00,29,2018-2019,2018-2019 Ligue 1,1879.0
Outswinging Corner Kicks,0.00,29,2018-2019,2018-2019 Ligue 1,1879.0
Straight Corner Kicks,0.00,44,2018-2019,2018-2019 Ligue 1,1879.0
,,,2018-2019,2018-2019 Ligue 1,1879.0
Passes Completed,90.77,99,2018-2019,2018-2019 Ligue 1,1879.0
Passes Offside,0.29,12,2018-2019,2018-2019 Ligue 1,1879.0
Passes Blocked,0.86,47,2018-2019,2018-2019 Ligue 1,1879.0
Goal and Shot Creation,Goal and Shot Creation,Goal and Shot Creation,2018-2019,2018-2019 Ligue 1,1879.0
Statistic,Per 90,Percentile,2018-2019,2018-2019 Ligue 1,1879.0
Shot-Creating Actions,4.02,92,2018-2019,2018-2019 Ligue 1,1879.0
,,,2018-2019,2018-2019 Ligue 1,1879.0
SCA (Live-ball Pass),3.64,99,2018-2019,2018-2019 Ligue 1,1879.0
SCA (Dead-ball Pass),0.10,54,2018-2019,2018-2019 Ligue 1,1879.0
SCA (Take-On),0.14,67,2018-2019,2018-2019 Ligue 1,1879.0
SCA (Shot),0.00,10,2018-2019,2018-2019 Ligue 1,1879.0
SCA (Fouls Drawn),0.10,51,2018-2019,2018-2019 Ligue 1,1879.0
SCA (Defensive Action),0.05,50,2018-2019,2018-2019 Ligue 1,1879.0
,,,2018-2019,2018-2019 Ligue 1,1879.0
Goal-Creating Actions,0.34,78,2018-2019,2018-2019 Ligue 1,1879.0
,,,2018-2019,2018-2019 Ligue 1,1879.0
GCA (Live-ball Pass),0.29,88,2018-2019,2018-2019 Ligue 1,1879.0
GCA (Dead-ball Pass),0.05,82,2018-2019,2018-2019 Ligue 1,1879.0
GCA (Take-On),0.00,39,2018-2019,2018-2019 Ligue 1,1879.0
GCA (Shot),0.00,32,2018-2019,2018-2019 Ligue 1,1879.0
GCA (Fouls Drawn),0.00,38,2018-2019,2018-2019 Ligue 1,1879.0
GCA (Defensive Action),0.00,46,2018-2019,2018-2019 Ligue 1,1879.0
Defense,Defense,Defense,2018-2019,2018-2019 Ligue 1,1879.0
Statistic,Per 90,Percentile,2018-2019,2018-2019 Ligue 1,1879.0
Tackles,3.45,93,2018-2019,2018-2019 Ligue 1,1879.0
Tackles Won,2.01,91,2018-2019,2018-2019 Ligue 1,1879.0
Tackles (Def 3rd),1.20,76,2018-2019,2018-2019 Ligue 1,1879.0
Tackles (Mid 3rd),1.87,94,2018-2019,2018-2019 Ligue 1,1879.0
Tackles (Att 3rd),0.38,83,2018-2019,2018-2019 Ligue 1,1879.0
,,,2018-2019,2018-2019 Ligue 1,1879.0
Dribblers Tackled,1.72,99,2018-2019,2018-2019 Ligue 1,1879.0
Dribbles Challenged,3.88,98,2018-2019,2018-2019 Ligue 1,1879.0
% of Dribblers Tackled,44.4%,71,2018-2019,2018-2019 Ligue 1,1879.0
Challenges Lost,2.16,5,2018-2019,2018-2019 Ligue 1,1879.0
,,,2018-2019,2018-2019 Ligue 1,1879.0
Blocks,1.25,65,2018-2019,2018-2019 Ligue 1,1879.0
Shots Blocked,0.05,17,2018-2019,2018-2019 Ligue 1,1879.0
Passes Blocked,1.20,88,2018-2019,2018-2019 Ligue 1,1879.0
,,,2018-2019,2018-2019 Ligue 1,1879.0
Interceptions,0.86,35,2018-2019,2018-2019 Ligue 1,1879.0
Tkl+Int,4.31,82,2018-2019,2018-2019 Ligue 1,1879.0
Clearances,0.38,9,2018-2019,2018-2019 Ligue 1,1879.0
Errors,0.10,7,2018-2019,2018-2019 Ligue 1,1879.0
Possession,Possession,Possession,2018-2019,2018-2019 Ligue 1,1879.0
Statistic,Per 90,Percentile,2018-2019,2018-2019 Ligue 1,1879.0
Touches,108.15,99,2018-2019,2018-2019 Ligue 1,1879.0
Touches (Def Pen),1.58,51,2018-2019,2018-2019 Ligue 1,1879.0
Touches (Def 3rd),14.37,80,2018-2019,2018-2019 Ligue 1,1879.0
Touches (Mid 3rd),73.00,99,2018-2019,2018-2019 Ligue 1,1879.0
Touches (Att 3rd),21.94,87,2018-2019,2018-2019 Ligue 1,1879.0
Touches (Att Pen),0.62,29,2018-2019,2018-2019 Ligue 1,1879.0
Touches (Live-Ball),108.15,99,2018-2019,2018-2019 Ligue 1,1879.0
,,,2018-2019,2018-2019 Ligue 1,1879.0
Take-Ons Attempted,1.96,66,2018-2019,2018-2019 Ligue 1,1879.0
Successful Take-Ons,1.63,79,2018-2019,2018-2019 Ligue 1,1879.0
Successful Take-On %,82.9%,96,2018-2019,2018-2019 Ligue 1,1879.0
Times Tackled During Take-On,0.34,69,2018-2019,2018-2019 Ligue 1,1879.0
Tackled During Take-On Percentage,17.1%,96,2018-2019,2018-2019 Ligue 1,1879.0
,,,2018-2019,2018-2019 Ligue 1,1879.0
Carries,72.42,99,2018-2019,2018-2019 Ligue 1,1879.0
Total Carrying Distance,358.23,99,2018-2019,2018-2019 Ligue 1,1879.0
Progressive Carrying Distance,202.37,98,2018-2019,2018-2019 Ligue 1,1879.0
,,,2018-2019,2018-2019 Ligue 1,1879.0
Progressive Carries,2.49,73,2018-2019,2018-2019 Ligue 1,1879.0
Carries into Final Third,2.06,75,2018-2019,2018-2019 Ligue 1,1879.0
Carries into Penalty Area,0.05,27,2018-2019,2018-2019 Ligue 1,1879.0
Miscontrols,0.96,78,2018-2019,2018-2019 Ligue 1,1879.0
Dispossessed,1.77,22,2018-2019,2018-2019 Ligue 1,1879.0
,,,2018-2019,2018-2019 Ligue 1,1879.0
Passes Received,90.38,99,2018-2019,2018-2019 Ligue 1,1879.0
Progressive Passes Rec,1.82,41,2018-2019,2018-2019 Ligue 1,1879.0
Miscellaneous Stats,Miscellaneous Stats,Miscellaneous Stats,2018-2019,2018-2019 Ligue 1,1879.0
Statistic,Per 90,Percentile,2018-2019,2018-2019 Ligue 1,1879.0
Yellow Cards,0.34,15,2018-2019,2018-2019 Ligue 1,1879.0
Red Cards,0.00,60,2018-2019,2018-2019 Ligue 1,1879.0
Second Yellow Card,0.00,54,2018-2019,2018-2019 Ligue 1,1879.0
Fouls Committed,1.68,31,2018-2019,2018-2019 Ligue 1,1879.0
Fouls Drawn,2.68,97,2018-2019,2018-2019 Ligue 1,1879.0
Offsides,0.00,77,2018-2019,2018-2019 Ligue 1,1879.0
Crosses,0.05,6,2018-2019,2018-2019 Ligue 1,1879.0
,,,2018-2019,2018-2019 Ligue 1,1879.0
Interceptions,0.86,35,2018-2019,2018-2019 Ligue 1,1879.0
Tackles Won,2.01,91,2018-2019,2018-2019 Ligue 1,1879.0
Penalty Kicks Won,0.00,42,2018-2019,2018-2019 Ligue 1,1879.0
Penalty Kicks Conceded,0.00,57,2018-2019,2018-2019 Ligue 1,1879.0
Own Goals,0.00,51,2018-2019,2018-2019 Ligue 1,1879.0
Ball Recoveries,6.80,77,2018-2019,2018-2019 Ligue 1,1879.0
,,,2018-2019,2018-2019 Ligue 1,1879.0
Aerials Won,0.19,2,2018-2019,2018-2019 Ligue 1,1879.0
Aerials Lost,0.53,97,2018-2019,2018-2019 Ligue 1,1879.0
% of Aerials Won,26.7%,7,2018-2019,2018-2019 Ligue 1,1879.0
Goals,0.00,17,2017-2018,2017-2018 Ligue 1,1718.0
Assists,0.16,77,2017-2018,2017-2018 Ligue 1,1718.0
Goals + Assists,0.16,51,2017-2018,2017-2018 Ligue 1,1718.0
Non-Penalty Goals,0.00,18,2017-2018,2017-2018 Ligue 1,1718.0
Penalty Kicks Made,0.00,45,2017-2018,2017-2018 Ligue 1,1718.0
Penalty Kicks Attempted,0.00,43,2017-2018,2017-2018 Ligue 1,1718.0
Yellow Cards,0.52,4,2017-2018,2017-2018 Ligue 1,1718.0
Red Cards,0.05,6,2017-2018,2017-2018 Ligue 1,1718.0
xG: Expected Goals,0.02,9,2017-2018,2017-2018 Ligue 1,1718.0
npxG: Non-Penalty xG,0.02,9,2017-2018,2017-2018 Ligue 1,1718.0
xAG: Exp. Assisted Goals,0.12,65,2017-2018,2017-2018 Ligue 1,1718.0
npxG + xAG,0.13,40,2017-2018,2017-2018 Ligue 1,1718.0
,,,2017-2018,2017-2018 Ligue 1,1718.0
Progressive Carries,2.15,59,2017-2018,2017-2018 Ligue 1,1718.0
Progressive Passes,10.11,97,2017-2018,2017-2018 Ligue 1,1718.0
Progressive Passes Rec,2.51,49,2017-2018,2017-2018 Ligue 1,1718.0
Shooting,Shooting,Shooting,2017-2018,2017-2018 Ligue 1,1718.0
Statistic,Per 90,Percentile,2017-2018,2017-2018 Ligue 1,1718.0
Goals,0.00,17,2017-2018,2017-2018 Ligue 1,1718.0
Shots Total,0.37,9,2017-2018,2017-2018 Ligue 1,1718.0
Shots on Target,0.05,9,2017-2018,2017-2018 Ligue 1,1718.0
Shots on Target %,14.3%,14,2017-2018,2017-2018 Ligue 1,1718.0
Goals/Shot,0.00,18,2017-2018,2017-2018 Ligue 1,1718.0
Goals/Shot on Target,0.00,18,2017-2018,2017-2018 Ligue 1,1718.0
Average Shot Distance,19.40,73,2017-2018,2017-2018 Ligue 1,1718.0
Shots from Free Kicks,0.00,32,2017-2018,2017-2018 Ligue 1,1718.0
Penalty Kicks Made,0.00,45,2017-2018,2017-2018 Ligue 1,1718.0
Penalty Kicks Attempted,0.00,43,2017-2018,2017-2018 Ligue 1,1718.0
,,,2017-2018,2017-2018 Ligue 1,1718.0
xG: Expected Goals,0.02,9,2017-2018,2017-2018 Ligue 1,1718.0
npxG: Non-Penalty xG,0.02,9,2017-2018,2017-2018 Ligue 1,1718.0
npxG/Shot,0.05,30,2017-2018,2017-2018 Ligue 1,1718.0
Goals - xG,-0.02,47,2017-2018,2017-2018 Ligue 1,1718.0
Non-Penalty Goals - npxG,-0.02,47,2017-2018,2017-2018 Ligue 1,1718.0
Passing,Passing,Passing,2017-2018,2017-2018 Ligue 1,1718.0
Statistic,Per 90,Percentile,2017-2018,2017-2018 Ligue 1,1718.0
Passes Completed,98.28,99,2017-2018,2017-2018 Ligue 1,1718.0
Passes Attempted,108.65,99,2017-2018,2017-2018 Ligue 1,1718.0
Pass Completion %,90.5%,95,2017-2018,2017-2018 Ligue 1,1718.0
Total Passing Distance,1509.57,99,2017-2018,2017-2018 Ligue 1,1718.0
Progressive Passing Distance,493.95,99,2017-2018,2017-2018 Ligue 1,1718.0
,,,2017-2018,2017-2018 Ligue 1,1718.0
Passes Completed (Short),52.12,99,2017-2018,2017-2018 Ligue 1,1718.0
Passes Attempted (Short),55.32,99,2017-2018,2017-2018 Ligue 1,1718.0
